Mörderspiel;Kreisspiele;6-40 Spieler*Innen;8;Kartenspie;"An jede Person wird eine Spielkarte verteilt. Die Person mit dem Herzkönig ist der Mörder. Niemand weiß vom jeweilig anderen, was er für Karten hat. Blinzelt der Mörder jemanden an, muss dieser seine Karte aufdecken und ist tot. Wer einen Verdacht hat meldet sich: ""ich habe einenVerdacht !"". Sobald eine weitere Person ebenfalls sagt ""Ich habe einen Verdacht!"",müssen beide gleichzeitig ihren Verdacht nennen. Stimmen beide Namen überein,muss der Verdächtige sagen ob er der Mörder ist. Stimmen die Namen nicht überein, dann sind beide ausgeschieden (auch wenn ein Name eventuell richtig sein könnte)."
Schenkelklopfen;Kreisspiele;6-25Spieler*Innen;10;Kein Material nätig;"Alle sitzen im Kreis. Jeder legt seine Hände auf die Oberschenkel seines jeweiligen Nachbarn (eine Hand links, eine Hand rechts). Ein Mitspieler beginnt: er schlägt mit einer Hand auf den Oberschenkel seines Nachbarn. Im Uhrzeigersinn ""läuft"" dann der Impuls so weiter. Die Hände müssen nacheinander auf die Oberschenkel schlagen. Immer in der Reihenfolge, in der sieliegen. Wenn jemand zweimal schlägt geht es in die andere Richtung. Schlägt jemand zu früh oder ist gar nicht an der Reihe, muss er die Hand, mit der er den Fehler gemacht hat, hinter den Rücken -also aus dem Spiel -nehmen. Beim nächsten Fehler ist diese Person ausgeschieden."
Ribbel Dibbel ;Kreisspiele;6-20 Spieler*Innen;8;Kein Material nötig;"Die Mitspieler bekommen eine Nummer (1,2,3,...). Alle schlagen im gleichen Rhythmus auf ihre Oberschenkel, dann in die Hände klatschen und nun mit den Fingern schnipsen. Auf jedes Wort des folgenden Spruchs kommt ein ""Schlag"": ""Ribbel Dibbel Nr. 1 , ruft Ribbel Dibbel Nr. 2"". Als erste Nummer wird die eigene eingesetzt, die zweite Nummer muss die eines Mitspielers sein. Der Gerufene machtweiter. Kommt jemand aus dem Takt oder verspricht sich, bekommt er einen ""Dibbel"" mit Nivea-Creme. Am Ende hat derjenige mit den wenigsten Dibbeln gewonnen.
Nicht weniger spannend und einfacher ist es mit Chef -Vize. Die erste Person istChef, die zweite Person ist Vize, die nachfolgenden Personen werden durchnummeriert. Alle schlagen im gleichen Rhythmus auf die Oberschenkel, klatschen anschließend in die Hände und zeigen mit der rechten Hand über die rechte Schulter 
(oder schnipsen) und nennen den eigenen Namen (Chef, oder die entsprechende Zahl), mit der anderen (linken) Hand anschließend ebenfalls zeigend über die linke Schulter und gleichzeitig die Nennung einer Nummer eines Mitspielers (Vice, oder eine Zahl eines Mitspielers). Der Angesprochene macht im selben Rhythmus weiter. Wer durcheinander kommt musssichans Ende setzen. Alle rücken dann einen Platz auf, bis kein Platz mehr leer ist.Jeder erhält dann natürlich auch eine neue Positionsnummer und muss sich den neuen Namen/Nummer merken. Wer dreimal ans Ende muss bekommt einen Spitznamen, den die anderen anstatt der Nummer dann aufrufen müssen.


"
Entenspiel;Kreisspiele;6-25 Spieler*Innen;8;Kein Material nötig;"Die Teilnehmersitzen im Kreis und sagen nach einander verschieden Worte:
-Eine Ente
-2Füße
-springtins Wasser
 –Platsch
 –zwei Enten
-4 Füße-springen ins Wasser
 –Platsch –Platsch,
 und so weiterNach einer Zeit kann man noch schneller werden und das das Spiel etwas anheizen"
Die Welle;Kreisspiele;6-40 Spieler*Innen;8;Kein Material nötig;Alle stehen im Kreisund es wirdeine Wellenbewegung ausgelöst. Einer Bückt sich, die beiden Nachbarn*innen klatschen über der gebückten Person ab, danach Bückt sich die Person Links von der gebückten Person und die beiden Nachbarn*in klatschen wieder ab, so geht es jetzt weiter, bis einen schöne erkennbare Welle zu sehen ist, man kann auch noch schneller werden. 
Liebling ich liebe dich;Kreisspiele;6-40 Spieler*Innen;8;Kein Material nötig;"Alle sitzen im Kreis, ein Stuhl weniger wie Personen und ein Kandidat wird ausgewählt. Dieser Kandidat knietsichwie bei einem Heiratsantragvor eine Person im Kreis, schaut dieser Person ganz tief in die Augen und sagt: ""Liebling, wenn Du mich liebst dann lächle!"". Die Person muss antworten ohne zu lachen: ""Liebling ich liebe Dich, aber ich kann nur nicht lachen!"". Lacht die Person trotzdem werden die Rollen getauscht."
Pferderennen;Singspiele;5-99 Spieler*Innen;6;Kein Material nötig ;"Alle Pferde gehen an den Start.„Auf die Plätze, fertig, los (Startschuss)!“ ?Mit den Händen Pistole zeigen 
und Schießgeräusch machenDie Pferde rennen. ?Klatschen auf die Oberschenkel
Sie springen über ein Hindernis. ?Beim Sprung über
das Hindernis Hände hochreißenSie rennen weiter.
Da kommt eine Kurve. ?Mit dem Körper in die Kurve legenSie galoppieren weiter.
Am Rand winken Zuschauer. ?WinkenDie Pferde rennen weiter.
Da sind Fotografen ?Fotoapparat darstellenund klick, klick, klick machen
Plötzlich reiten sie durch Matsch ?Mitdem Mund pft, pft, pft machen
Die Pferde sind auch der Zielgeraden und laufen nochmals ganz schnell.
Noch 10 Meter bis zum Ziel.Noch 9 Meter. ?abwärts zählen 10, 9, 8, 7, 6, ...Geschafft !!!
Das Pferd mit der Startnummer „9“ ist der Sieger.
Der Sieger reitet eine Ehrenrunde und winkt den Zuschauern"
Dackel Waldemar;Singspiele;10-99 Spieler*Innen;10;Kein Mterial nötig;"Dackel Waldemar ist ein Singspiel. Der Text wird gesungen oder auch gesprochen und es werden passende Bewegungen dazu gemacht.Mein Dackel Waldemar und ich wir zwei, (auf sich zeigen, mit der Hand fast auf den Boden gehen, ""zwei"" mit zwei Fingern anzeigen), wohnen (mit den Händen ein Dach über dem Kopf machen) in der Regenbogenstraße (einen Regenbogen mit den Händen andeuten)3 (mit den Fingern die Zahl 3 zeigen),und wenn wir Abends eine Runde gehn (aufder Stelle laufen),dann kann man Dackelbeine wackeln sehn,. (wie Dackelbeine mit den Beinen wackeln)."
Jack und Tina;Singspiele;10-99 Spieler*Innen;6;Kein Material nötig;"Jack saß in der Küche mit Tina,
Jack saß in der Küche mit Tina,
Jack saß in der Küche mit Tina,
und sie spielten auf dem alten Banjo.
Sie spielten: 
flie, fla, fiedeleiho,
flie, fla, fiedeleiho,
flie, fla, fiedeleiho,
und sie spielten auf dem alten Banjo.

Dabei werden typische Bewegungen ausgeführt:

Bei ""Jack saß in der Küche mit Tina"" wird im Takt der Musik abwechselnd auf die eigenen Oberschenkel und auf die der Nachbarn geschlagen (zuerst eigene, dann die vom rechten Nachbarn, dann eigene, dann die vom linken Nachbarn).Bei ""und sie spielten auf dem alten Banjo"": Banjo/Gitarre-Spiel nachahmen""flie"": eine Querflöte wird rechts vom Mund gespielt""fla"": eine Querflöte links vom Mund gespielt""fiedeleiho"": eine Geige wird gespielt

Üblicherweise werden mehrere Runden mit steigender Geschwindigkeit gespielt.
"
Funky Chicken;Singspiele;5-99 Spieler*Innen;6;Kein Material nötig;"Alle Spieler stehen in einem Kreis. Einer beginnt den folgenden Dialog, die Gruppe antwortet: „Let me see a ...“ –„What did you say?“ –„Let me see a ...“ –„What did you say?“ –„I said [Bewegung]“ Der Spieler, der angefangen hat, macht das Tier/Wesen, das er vorher gerufen hat nach und alle anderen machen mit. Die Bewegung wird dreimal wiederholt. Dann gehen alle zurück in den Kreis. Und der gleiche oder auch jemand anders fängt den Dialog wieder an. Es können unter anderemfolgende Tiere gespielt werden(beim Ausgestaltender Figuren ist eure Kreativität gefragt):

–„Funky Chicken“: Hünchenflügel mit Armen und Geräusch: „Boag-Boag“
–„Crazy Monkai“: Kratzen und Geräusch: „Ug-Ug“
–„Toilet Diver“: Nase zuhalten und mit der anderen Hand „an der Toilettenspülung ziehen“ Geräusch: „Zwusch“
–„wildtiger“: Krallen mit den Händen, Geräusch: „Fauch“"
Fli Fly Flow;Singspiele;5-99 Spieler*Innen;6;Kein Material nötig;"Fli /:
Fli Fly/:
Fli fly flow /:
Wiste /:
Gumma nana gumma nana gumma nana wiste /:
oh no no no no no wiste/:
exa mini sana mini u a a guana mini /:
exa mini sana mini u a a gua/:
hey bei de Hotten Totten forn ma aus de linken Socken /:
fornma aus de Schua /:

Der Text wird jeweils vom Vorsänger gerufen und anschließend von der Gruppe wiederholt. Das gesamte Stück wird meistmehrfach mit ansteigender Geschwindigkeit wiederholt."
A ram sam sam;Singspiele;5-99 Spieler*Innen;6;Kein Material nötig;"A ram sam sam,
 a ram sam sam
Guli guli guli guli guli ram sam sam
A ram sam sam,
 a ram sam sam
Guli guli guli guli guli ram sam sam
A ra-vi, a ra-vi
Guli guli guli guli guli ram sam sam
A ra-vi, a ra-vi
Guli guli guli guli guli ram sam sam

Bewegungen

Es gibt zahllose Varianten der Bewegungen, die ausgeführt werden können. Hier wird nur eine Möglichkeit beispielhaft angegeben.
A ram sam sam -Fäuste bilden und zusammenschlagen; zuerst rechts über links, dann umgekehrt
Guli guli -Flache Hände vor die Brust strecken und dort Kreisen (Winken)
A ra-vi -Mit dem Zeigefinger Richtung Kopf zeigen und drehen, zum Abschluss nach oben in den Himmel deuten"
The big fat pony;Singspiele;5-99 Spieler*Innen;6;;"Die Spieler stehen im Kreis, nicht zu eng, so dass sich jeder frei bewegen kann. Es wird der Liedertext (""here we go with the big fat pony"") gesungen, alle bereits ""aktiven"" Spieler (zuerst nur der erste Spieler) laufen dabei im Kreis. Anschließend bleiben die aktiven Spieler bei (jeweils) einem noch passiven Spieler stehen und führen die Bewegungen mit diesem gemeinsam durch. Diese bisherpassiven Spieler werden dadurch zu aktiven und laufen in der nächsten Runde ebenfalls im Kreis mit.
Liedertext und BewegungenDie Melodie des Liedes entspricht dem bekannten Lied ""What shall we do with the drunken sailor?"":
Here we go with the big fat pony,here we go with the big fat pony,here we go with the bigfat pony,Die aktiv laufenden Spieler laufen im Uhrzeigersinn im Kreis 
early in the morning.und stellen sich zu einem noch passiven SpielerFront, front, front, my baby,Die jeweils zusammenstehenden aktiven und passiven Spieler ""shaken"" (rhythmisches""Disco-""Tanzen), wobei sie Brust an Brust stehen,back, back, back, my baby,... sie Hintern an Hintern stehen ...side, side, side, my baby,... sie Seite an Seite stehen.early in the morning."
If you happy and youknow it ;Singspiele;5-99 Spieler*Innen;6;Kein Material nötig;"In der großen Gruppe wird das Lied gesungen. Die Haupt-Phrase (""clap your hands"") wird dabei mit einer Bewegung unterstützt, hier also in die Hände geklatscht.

If you're happy and you know it, clap your hands.
If you're happy and you know it, clap your hands.
If you're happy and you know it,
And you really want to show it,
If you're happy and you know it, clap your hands.
In der nächsten Strophe wirddie Phrase geändert, also etwa durch""stomp your feet"" ausgetauscht; entsprechend wird dann nicht geklatscht, sondern zweimal mit den Füßen aufgestampft.

weitere Strophensnap your fingers (zweimal mit den Fingern schnippen)
shout ""Hurray!"" (Schreien ""hoo-ray"")turn around (einmal um die eigene Achse drehen)
slap your knees (beide Knie zusammen schlagen)
do it all (alle zuvor gemachten Bewegungen hintereinander)"
Singingin the rain;Singspiele;5-99 Spieler*Innen;6;Kein Material nötig;"I'm singing in the rain
just singing in the rain
what a glorious feeling
I'm happy again

Zuerst wird die Strophe aus dem Lied gesungen. Anschließend ruft der Betreuer (er unterbricht dadurch das Lied, das ja noch weiter ginge):

Hands up   (deutsch: ""Arme nach oben"")

Die Gruppe wiederholt die Anweisung und führt diese ebenfalls aus.

Anschließend wird am Stand locker getanzt (mit den Hüften gewackelt) und dazu folgender Text gesprochen/gesungen:

A zumzaza, A zumzaza, A zumzazaza-aha
A zumzaza, A zumzaza, Azumzazaza-aha

Danach beginnt die nächste Runde. Es wird wieder die Liederstrophe gesungen, das Lied vom Betreuer unterbrochen. Dann wiederholt er alle bisherigen Bewegungen und fügt eine weitere hinzu. In der ersten Runde führt die Gruppe also eine besondere Bewegung vor dem Tanz aus, in der zweiten Runde zwei und so weiter. Besonders lustigwird dies, wenn etwa die Zunge aus dem Mund gestreckt werden muss.

Bewegungen
Folgende Bewegungen werden vor dem Tanz ausgeführt, und müssen während des Tanzes beibehalten werden!

Hands up (Hände nach vorne strecken)
Thumbs up (Daumen nach oben, ""OK""-Geste)
Elbows back (Ellenbogen zurück, das heißt an die Hüfte anlegen, während die Hände nach vorne gestreckt bleiben)
Knees together (Knie zusammendrücken)
Head back (Kopf nach hinten)
Tongue out (Zunge rausstrecken)
"
Karawanen -Song (Sum gali gali);Singspiele;5-99 Spieler*Innen;6;Kein Material nötig;Die Gruppe wird in drei Untergruppen eingeteilt. Die eine Gruppe sind die Kamele die machen: Uhh –ahhpuhh(dabei gehen die Arme erst hoch, dann nach außen gestreckt und dann pustest man Luft durch die Lippen aus und senkt seinen Kopf) Die andere Gruppe sind die singenden Mädchen, sie singen: laalalalalaaaalalaalalalalaaala(dazu machen sie Bauchtanz Bewegungen mit den Armen). Die letzte Gruppe sind die Kameltreiber, die machen: Sum gali gali gali sum galigali Jetzt steuert man mit unterschiedlichen Lautstärken und Geschwindigkeiten die Gruppe und bekommt so ein witziges Lied hin. Besonders gut funktioniert es auch, wenn man die einzelnen Gruppen alleine singen lässt.
Der Fisch muss vom Tisch;Bewegungsspiele;6-15 Spieler*Innen;8;Streichhölzer, Würfel;"Die Streichhölzer sind die Fische, von denen jeder Mitspieler 20 Stück vor sich liegen hat. Nach einer „Leerrunde“, bei der die höchste Augenzahl gewinnt und damit bestimmt, wer anfangen darf, geht es richtig los. Dann muss nämlich je der versuchen, seine Fische so schnell wie möglich loszuwerden. Wer als Erster einen blanken (leeren) Tisch anmelden kann, hat gewonnen!

Am Anfang geht es ganz flott: Bei jedem Wurf darf diejenige Anzahl an Streichhölzern weggelegt werden, die der Anzahl der Würfelaugen entspricht. Wirft jemand eine „5“, ister fünf Fische los. Wirft jemand eine „3“, darf er drei Stück zur Seite legen usw. Schwierig wird es, wenn der Fischbestand auf weniger als sechs Stück zusammengeschrumpft ist. Würfelt nämlich jemand eine 5, hat aber nur noch vier Fische vor sich liegen, muss er sich einen dazu holen. Dem Nachbarn ergeht es vielleicht noch schlechter, denn er hatte sich möglicherweise schon auf einen einzigen Fisch heruntergewirtschaftet und würfelt eine 6. Dann kommen gleich 5 Fische inden eigenen Bestand zurück.Das Ziel ist es natürlich alle Fische loszuwerden."
Nase auf Blau ;Bewegungsspiele;6-99 Spieler*Innen;8;Kein Material nötig;Ein Spieler beginnt und gibt ein Kommando, das aus einem Körperteil, der Präposition „auf“ und einer Farbe besteht, z.B. Naseauf Blau (Knie auf Grau, Schulter auf Pink...). Sofort müssen sich alle Spieler etwas Blaues im Raum suchen und ihre Nase daranhalten(Kleidungsstücke zählen auch!). Wer zuletzt seine  Nasean etwas Blaues gehalten hat, bekommt einen Minuspunktund darf das  nächste Kommando geben.
Evolution;Bewegungsspiele;10-99 Spieler*Innen;8;Kein Material nötig;"Alle Spieler starten mit der ersten Evolutionsstufe und laufen herum. Treffensich zwei gleiche Evolutionsstufen, führen sie ein Duell in „Schere, Stein, Papier“durch. Der Gewinner steigt eine Stufe auf, der Verlierer bleibt in der Evolutionsstufe. Ziel ist es, die letzte Stufe zu erreichen. Wenn alle richtig gespielt haben, bleibt am Ende je ein Vertreter jeder Stufe von 1-4übrig. Es gibt folgenden Evolutionsstufen:
1)Ei –in der Hocke laufen, sich mit der Hand auf den Kopf schlagen und „Ei  Ei Ei Ei Ei...“ rufen
2)Huhn –bekannte Hühnerbewegung und gackern
3)Dino –mit beiden Armen ein großes Dinomaul nachahmen und dabei wie ein Dino schreien. 
4)Ritter –Mit dem Schwert herumfuchteln und dabei immer wieder rufen„Ich schlage dich, du Schuft“
5)Weise/r Mann/Frau –an den Rand des Geschehens stellen und sich den Bart streicheln

Tipp: Es empfiehlt sich, die Evolutionsstufenim Vorfeld gemeinsam zu üben."
Kettenkrieger ;Bewegungsspiele;12-99 Spieler*Innen;8;Kein Material ntig;"Ein Spieler ist der erste Ticker und muss andere Spieler versuchen zu fangen.  Alle anderen laufen dabei weg. Wird ein Spieler gefangen, so müssen sich die Beiden „aneinander ketten“ (d.h. sie halten sich an den Händen fest). Die „Kette“ (die beiden Spieler) muss jetzt versuchen andere Spieler zu fangen, dabei dürfen sie sich nicht loslassen. Die „Kette“ wird durch jeden gefangenen Spielerlänger, bis nur noch eine Person überbleibt und dann eine neue Spielrunde beginnt. 

Variation: 
 Eine Kette besteht maximal aus drei Personen. Kommt eine vierte Person hinzu, teilt sich die Gruppe in zwei 2er Gruppen. Jetzt ticken zwei Ketten."
Zombieball;Bewegungsspiele;6-99 Spieler*Innen;8;Kein Material nötig;"In dem Spiel spielt jeder gegen jeden. Es wird ein Ball ins Spiel gegeben und dieSpieler müssen versuchen den Ball für sich zu gewinnen, damit sie möglichstviele andere Mitspieler abtreffen können. Hierbei ist zu beachten, dass man entweder dem Ball ausweicht oder den Ball fängt. Wenn man den Ball fängt,bleibt man im Spielfeld und wenn man abgeworfen wird, setzt man sich amRand z.B. auf eine Bank hin.Jeder abgeworfene Spieler muss sich merken, werihn abgeworfen hat, da er sobald dieser von einem anderen abgeworfen wird, wieder auf das Spielfeld darf. Bei diesem Spiel ist es so, dass man nicht gleich aus dem Spiel ausgeschieden ist, wenn man getroffenwird. Man kann immer wieder sein Geschick unter Beweis stellen. 

Variante: 
Durch einen zweiten Ball kann die Schwierigkeit erhöht werden."
Riese, Elfen, Zauberer;Bewegungsspiele;10-99 Spieler*Innen;8;Kein Materal nötig;"Bei diesem Spiel gibt es drei Figuren, von denen eine immer stärker ist als die andere. Die Spieler teilen sich in zwei Gruppen auf. Sie überlegen sich innerhalb einer Gruppe, welche Figur sie darstellen wollen (ohne dass die andere Gruppe mithört). Dann stellen sich die beiden Gruppen in einer langen Reihe zueinander auf, der Abstand zwischen den beiden Gruppen soll ca. 1 m betragen. Auf ein Signal des Spielleiters stellen beide Gruppen ihre Figur dar. Die Gruppe, die die stärkere Figur hat, muss möglichstviele Leute aus der anderen Gruppe fangen.  Die „schwächere“ Gruppe muss zum Ende des Spielfeldes laufen, um „sicher“ zu sein. Das Spiel kann solange gespielt werden, bis alle in einer Gruppe sind.

Rollen zum Spiel: Riesen:Sie stellen sich auf Zehenspitzen, strecken die Arme in die Luft, schauen grimmig und brüllen laut: „Riesen!“ Elfen:Elfen machen sich klein, ziehen die Schulter ein und flüstern ganz leise:  „Elfen“ Zauberer:Sie haben einen buckligen Rücken, magischenBlick und zischen mit verzaubernden Gesten „Zauberer!“

Wichtig: Die Riesen sind stärker als die Elfen; die Elfen sind stärker als die Zauberer; die Zauberer sind stärker als die Riesen"
Kegelfußball ;Bewegungsspiele;Ab 6Spieler*Innen;5;Pro Personen einen Kegel, einen Fußball ;"Jedes Kind erhält einen Kegel. Alle Mitspieler verteilen sich in der Halle und stellen ihre Kegel dort ab. Nun legt der Spielleiter einen Fußball in die Mitte der Halle und eröffnet das Spiel. Bei vielen Spielern kann man auch zwei oder drei Bälle einsetzen. Nun versucht jeder Spieler die Kegel der anderen Mitspieler umzuschießen. Fällt der eigene Kegel um, ist man ausgeschieden. Ebenfalls scheidet man aus, wenn man seinen eigenen Kegel, z.B. aus Versehen beim Verteidigen, umstößt. Am Ende bleiben nur noch 2 Spieler übrig. Gewonnen hat derjenige, dessen Kegel am Ende noch steht.

Variation: 
Das Spiel kann man auch gegeneinander spielen. Es werden zwei Teams gebildet und man stellt die Kegel gegenübervoneinander auf (z.B. in einem Abstand von 6m). Beide Teams versuchen die Kegel der gegnerischen Mannschaft umzuschießen. Gewonnen hat die Mannschaft, die zuerst alle Kegel der gegnerischen Mannschaft umgeschossen hat.
"
Buchstabenbelegen;Bewegungsspiele;15-30 Spieler*Innen;8;Buchstabenkarten von A bis Z pro Gruppe;Die Gesamtgruppe wird in Kleingruppen (4-6 Personen) getrennt. Jede Klein gruppe erhält das Alphabet als Buchstabenkarten (jeder Buchstabe auf einem Blatt Papier). Auf Kommando beginnt das Spiel. Ziel ist es, auf jede Karte einen Gegenstand zu legen, der mit diesem Anfangsbuchstaben beginnt. Es ist auch Kreativität gefragt, z.B. zählt bei C auch „Christianes Uhr“ oder bei U „unsichtbarer Kugelschreiber“. Die Gruppe, die zuerst fertig ist, hat gewonnen.
Kartenlauf;Bewegungsspiele;12-99 Spieler*Innen;6;Kartenspiel;"Zur Vorbereitung werden alle Karten des Spiels verdeckt in derMitte der Hallegelegt. Die Spieler stehen in 4 Gruppen an jeder Ecke der Halle und erhalten durch Losentscheid eine der 4 Asse (Karo, Herz, Kreuz oder Pik).
Auf Kommando beginnt das Spiel. Der jeweils Erste jeder Gruppe läuft in die Mitte und dreht eine beliebige Karteum. Ist sie von seiner Farbe, darf er sie mitnehmen. Ist die Karte nicht von seiner Farbe, dreht er sie wieder um. Er sprintet zurück zu seiner Gruppe, schlägt per Handschlag ab und der nächste Läufer darf starten. Das wiederholt sich in jeder Gruppe solange, bis alle Karten einer Farbe gesammelt wurden (2, 3, 4, 5, 6, 7, 8, 9, 10, Bube, Dame, König und Ass). Sieger ist die Mannschaft, welche zuerst alle Karten ihrer Farbe komplett hat.

Variante 1:
 Es wird mit weniger Karten gespielt.

Variante 2:
 Es muss der Reihe nach gesammeltwerden (Straße). 

ACHTUNG: dauert sehr lange und ist eher für Ältere gedacht."
Cola, Fanta, Sprite;Bewegungsspiele;6-30 Spieler*Innen;8;Kein Material nötig;Ein Streifen Kreppband wird auf den Boden geklebt. Alle Spieler stellen sich schulterbreit auf die Linie. Dann sagt der Spielleiter „Cola“ und alle springen auf die rechte Seite der Linie. Danach sagt der Spielleiter „Sprite“ und alle stellen sich wieder in die Mitte der Linie. Dann sagter „Fanta“ und alle springen auf dielinke Seite der Linie. Die Begriffe „Cola, Fanta, Sprite“ können natürlich auch in einer x-beliebigen Reihenfolge gerufen werden. Der, der falsch steht, scheidet aus. Als erschwerter Faktor kommt „Mezzo Mix“ hinzu, dabei muss man mit den Beinen gekreuzt auf der Linie stehen.
Krabbencatchen;Bewegungsspiele;6-99 Spieler*Innen;8;Kein Material nötig;Bei diesem Spiel spielen alle Mitspieler gegeneinander. Es gilt, wie Krabben auf allen Vieren zu laufen. Außer den Händen und den Füßen darf kein anderer Körperteil den Boden berühren. Aufstehen ist ebenso wenig erlaubt.Die Aufgabe ist es nun, durchstoßen, schubsen und drücken die anderen Krabben dazu zu bringen, dass sie auf ihrem Gesäß landen oder umfallen. Wer nicht mehr in der Krabbenposition läuft und umgeschubst wurde, scheidet aus undmuss die Spielfläche verlassenWem gelingt es am längstenals Krabbe zu überleben?Die Spielleitung sollte bei diesem Spiel ein besonders waches Auge haben, damit niemand zu stark andere schubst und ärgert. Zu starke Kabbeleien sollten unterbunden werden.
Wäscheklammern klauen;Bewegungsspiele;6-30 Spieler*Innen;8;Für jeden Mitspieler drei oder mehr Wäscheklammern ;Jeder Mitspieler bekommt drei Wäscheklammern, die er an seiner Kleidung befestigt. Nach einem Startsignal versuchen sich die Mitspieler gegenseitig die Wäscheklammern zu klauen, um sie bei sich zu befestigen. Wer keine Wäscheklammern mehr hat, scheidet aus. Gewonnen hat, wer nach einer bestimmten Zeitspanne die meisten Wäscheklammern gesammelt hat.
Flöhe fangen;Bewegungsspiele;6–15 Spieler*Innen;8;Augenbinde;Alle Spieler sind Flöhe. Einer davon ist der Fänger, ihm werden die Augen verbunden. Wichtig ist, dass sowohl aktive als auch ausgeschiedene Spieler möglichst leise sind, ansonsten istdas Spiel schwer durchführbar.Die Flöhe verteilen sich im Raum und hocken sich nieder. Der Fänger hüpft nun -blind-herum und versucht, die anderen Flöhe durch berühren zu fangen. Wer gefangen ist, stelltsich an eine Seite des Raumes.Durch Weghüpfen können sich die Flöhe auch aus der Gefahrenzone befreien. Allerdings Achtung: jeder Floh darf nur eine vorher definierte Anzahl an Sprüngen vollziehen (etwa 3-5).Dies gilt natürlich nicht für den fangenden Floh, der eine beliebige Anzahl an Sprüngen durchführen kann.
Bambule ;Bewegungsspiele;12-99 Spieler*Innen;8;Absperrband, Socke mit Tennisball;"Es wird ein Spielfeld abgesteckt ca. 10x10 Meter. Jeder Spielerbekommt eine Nummer zugeordnet, am besten auf einen Kreppklebestreifen schreiben. Anschließendteilt sich die Gruppe auf die vier Seiten auf. Der Spielleiter liest immer zwei Nummernaus einem gegenüberliegenden Team vor, die dann versuchen müssen, die Socke auf ihreSeite zubringen.  Der Kampf um die Socke gilt als gewonnen, sobald die Socke über der abgesperrten Linie ist. 
WICHTIG: Darauf achten, dass die Kinder alle angemessene Kleidung anhaben und die Kämpfe nicht zu stark werden."
Glucke, Küken, Fuchs;Bewegungsspiele;6-30 Spieler*Innen;8;Kein Material nötig;Die Teilnehmer stellen sich in zwei Kreise voreinander auf. Eine Person sollte übrig sein und stellt den Fuchs da. Die Person imhinteren Kreis sind die Küken und im vorderen die Glucken. Die Glucken versuchen mit lautem Gegacker die Küken zu retten und den Fuchs zu verscheuchen. Der Fuchs versucht an die Küken dran zu kommen. Beidem Spiel geht es darum zu lernen wie man sich für einander stark macht. 
Jeder fängt jeden;Bewegungsspiele;6-40 Spieler*Innen;8;Kein Material nötig ;lle spielen gegeneinander. Jeder darf jeden ticken. Die getickten müssen stehen bleiben und sich merken von wem sie getickt wordensind.  Wird diese Person dann getickt, ist man selber wieder frei.
Fangen im Gehen;Bewegungsspiele;6-99 Spieler*Innen;10;Kein Material nötig;JederSpieler bekommt einen Partner zugelost.  Der eine wird zum Fänger der andere zum gejagt, doch für beide gilt, man darf nicht anfangen zu rennen, sondern nur laufen! Man kann auch sagen, dass man nur Rückwärts gehen darf oder humpelndErweiterung: Alle Spieler rennen wild Durcheinandern und versuchen dabei die anderen nicht zu berühren. Wenn dies aber doch passiert muss drei Mal ganz laut geflucht werden. Das Spielfeld kann man immer kleiner machen.
Drachenschwanzjagd;Bewegungsspiele;6 -99 Spieler*Innen;6;Reepschnur bzw. Tuch als Schwanz;"Alle Kinder stehen in einer Schlange hintereinander und fassen mit den Händen um die Hüftedes Vordermanns. Der Letzte (=Schwanz) hat eine Reepschnur/ein Tuch etc. in seiner Hose alsSchwanz stecken. Der Erste (=Drachen-Kopf) muss den Schwanz abreißen, ohne dass sein„Körper“ (= restliche Kinder) auseinanderfällt. Hat er es geschafft, kommt der Erste an die letzteStelle, und so weiter.

Variante: 2 Drachen"
Bierdeckel werfen;Bewegungsspiele;6 - 99 Spieler*Innen;6;Bierdeckel;"Man steckt ein Feld ab und bildet zwei Mannschaften.  Jetzt sucht man sich eine Spiel Variante raus. 

1. Variante: Bierdeckel ins gegnerische Feld werfen
2. Variante: Bierdeckel umdrehen, jede Mannschaft muss alle seinen Bierdeckel aufeine Seitegedreht bekommen
3. Variante: Die Bierdeckel müssen aufgesammlet werden, wer am Ende die meisten hat, hat gewonnen.

Die Ideen Mannschaftsspiele aus Bierdeckel zu machen, kann man individuell überlegen. "
Lifter;Bewegungsspiele;6 -99 Spieler*Innen;6;Kein Material nötig;Alle Kinder, bis auf eins, stehen auf einer Seite, die andere Person steht gegenüber mitca. 30 Meter Abstand. Jetzt ruft die einzelne Person „Wer hat Angst vorm Lifter“, die Gruppe antwortet mit „Niemand“, dann der Lifter „und wenn er kommt“ „dann rennen wir“ Jetzt rennen die Personen los, der Lifter hat die Aufgabe Personen hochzuheben, wenn er es bei einer Person geschafft hat, wird diese auch zum Lifter und helfen dem Lifter in der nächsten Runde beim liften. 
